run_id,question_id,mode,category,question,session_id,http_status,request_success,validated_success,validation_status,assertion_type,assertion_detail,failure_type,error_detail,client_request_latency_ms,server_handler_latency_ms,app_startup_latency_ms,sql_execution_latency_ms,final_llm_response,response_text,sql_query,query_results,sql_execution_success,sql_execution_error,model_name,prompt_tokens,completion_tokens,total_tokens,estimated_cost_usd
20260403_152951,q017,text2sql,faa,Show 3 aircraft registered in Oklahoma from the FAA master registry.,200017,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,29910.172,29886.131,2017.116,636.969,"SELECT n_number,
       serial_number,
       registrant_name,
       city,
       state,
       type_aircraft
FROM faa_master
WHERE UPPER(state) = 'OK'
  AND n_number IS NOT NULL
  AND serial_number IS NOT NULL
  AND mfr_mdl_code IS NOT NULL
  AND eng_mfr_mdl IS NOT NULL
  AND year_mfr IS NOT NULL
  AND owner_type IS NOT NULL
  AND registrant_name IS NOT NULL
  AND street IS NOT NULL
  AND street2 IS NOT NULL
  AND city IS NOT NULL
  AND state IS NOT NULL
  AND zip_code IS NOT NULL
  AND region IS NOT NULL
  AND county IS NOT NULL
  AND country IS NOT NULL
  AND last_action_date IS NOT NULL
  AND cert_issue_date IS NOT NULL
  AND certification IS NOT NULL
  AND airworthiness_classification IS NOT NULL
  AND approved_operations IS NOT NULL
  AND type_aircraft IS NOT NULL
  AND type_engine IS NOT NULL
  AND status_code IS NOT NULL
  AND mode_s_code IS NOT NULL
  AND fract_owner IS NOT NULL
  AND air_worth_date IS NOT NULL
  AND other_names1 IS NOT NULL
  AND other_names2 IS NOT NULL
  AND other_names3 IS NOT NULL
  AND other_names4 IS NOT NULL
  AND other_names5 IS NOT NULL
  AND expiration_date IS NOT NULL
  AND unique_id IS NOT NULL
  AND kit_mfr IS NOT NULL
  AND kit_model IS NOT NULL
  AND mode_s_code_hex IS NOT NULL
LIMIT 3;",,"SELECT n_number,
       serial_number,
       registrant_name,
       city,
       state,
       type_aircraft
FROM faa_master
WHERE UPPER(state) = 'OK'
  AND n_number IS NOT NULL
  AND serial_number IS NOT NULL
  AND mfr_mdl_code IS NOT NULL
  AND eng_mfr_mdl IS NOT NULL
  AND year_mfr IS NOT NULL
  AND owner_type IS NOT NULL
  AND registrant_name IS NOT NULL
  AND street IS NOT NULL
  AND street2 IS NOT NULL
  AND city IS NOT NULL
  AND state IS NOT NULL
  AND zip_code IS NOT NULL
  AND region IS NOT NULL
  AND county IS NOT NULL
  AND country IS NOT NULL
  AND last_action_date IS NOT NULL
  AND cert_issue_date IS NOT NULL
  AND certification IS NOT NULL
  AND airworthiness_classification IS NOT NULL
  AND approved_operations IS NOT NULL
  AND type_aircraft IS NOT NULL
  AND type_engine IS NOT NULL
  AND status_code IS NOT NULL
  AND mode_s_code IS NOT NULL
  AND fract_owner IS NOT NULL
  AND air_worth_date IS NOT NULL
  AND other_names1 IS NOT NULL
  AND other_names2 IS NOT NULL
  AND other_names3 IS NOT NULL
  AND other_names4 IS NOT NULL
  AND other_names5 IS NOT NULL
  AND expiration_date IS NOT NULL
  AND unique_id IS NOT NULL
  AND kit_mfr IS NOT NULL
  AND kit_model IS NOT NULL
  AND mode_s_code_hex IS NOT NULL
LIMIT 3;",,True,,gpt-5-mini,6389,1571,7960,
20260403_152951,q018,text2sql,faa,What is FAA aircraft reference acftref code 7100510?,200018,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,15595.867,15586.392,2017.116,40.55,"SELECT code,
       mfr_code,
       model_code,
       series_code,
       mfr,
       model,
       type_acft,
       type_eng,
       ac_cat,
       build_cert_ind,
       no_eng,
       no_seats,
       ac_weight,
       speed,
       tc_data_sheet,
       tc_data_holder
FROM faa_acftref
WHERE code = '7100510'
  AND code IS NOT NULL
  AND mfr_code IS NOT NULL
  AND model_code IS NOT NULL
  AND series_code IS NOT NULL
  AND mfr IS NOT NULL
  AND model IS NOT NULL
  AND type_acft IS NOT NULL
  AND type_eng IS NOT NULL
  AND ac_cat IS NOT NULL
  AND build_cert_ind IS NOT NULL
  AND no_eng IS NOT NULL
  AND no_seats IS NOT NULL
  AND ac_weight IS NOT NULL
  AND speed IS NOT NULL
  AND tc_data_sheet IS NOT NULL
  AND tc_data_holder IS NOT NULL
LIMIT 5;",,"SELECT code,
       mfr_code,
       model_code,
       series_code,
       mfr,
       model,
       type_acft,
       type_eng,
       ac_cat,
       build_cert_ind,
       no_eng,
       no_seats,
       ac_weight,
       speed,
       tc_data_sheet,
       tc_data_holder
FROM faa_acftref
WHERE code = '7100510'
  AND code IS NOT NULL
  AND mfr_code IS NOT NULL
  AND model_code IS NOT NULL
  AND series_code IS NOT NULL
  AND mfr IS NOT NULL
  AND model IS NOT NULL
  AND type_acft IS NOT NULL
  AND type_eng IS NOT NULL
  AND ac_cat IS NOT NULL
  AND build_cert_ind IS NOT NULL
  AND no_eng IS NOT NULL
  AND no_seats IS NOT NULL
  AND ac_weight IS NOT NULL
  AND speed IS NOT NULL
  AND tc_data_sheet IS NOT NULL
  AND tc_data_holder IS NOT NULL
LIMIT 5;",,True,,gpt-5-mini,6390,801,7191,
20260403_152951,q019,text2sql,faa,Find FAA dealer records for Texas.,200019,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,23422.138,23407.871,2017.116,65.311,"SELECT
  certificate_number,
  ownership,
  certificate_date,
  expiration_date,
  expired,
  certificate_issue_count,
  dealer_name,
  street,
  street2,
  city,
  state,
  zip_code,
  other_names_count,
  other_names_1,
  other_names_2,
  other_names_3,
  other_names_4,
  other_names_5,
  other_names_6,
  other_names_7,
  other_names_8,
  other_names_9,
  other_names_10,
  other_names_11,
  other_names_12,
  other_names_13,
  other_names_14,
  other_names_15,
  other_names_16,
  other_names_17,
  other_names_18,
  other_names_19,
  other_names_20,
  other_names_21,
  other_names_22,
  other_names_23,
  other_names_24,
  other_names_25
FROM faa_dealer
WHERE state IN ('TX','Texas')
  AND certificate_number IS NOT NULL
  AND ownership IS NOT NULL
  AND certificate_date IS NOT NULL
  AND expiration_date IS NOT NULL
  AND expired IS NOT NULL
  AND certificate_issue_count IS NOT NULL
  AND dealer_name IS NOT NULL
  AND street IS NOT NULL
  AND street2 IS NOT NULL
  AND city IS NOT NULL
  AND state IS NOT NULL
  AND zip_code IS NOT NULL
  AND other_names_count IS NOT NULL
  AND other_names_1 IS NOT NULL
  AND other_names_2 IS NOT NULL
  AND other_names_3 IS NOT NULL
  AND other_names_4 IS NOT NULL
  AND other_names_5 IS NOT NULL
  AND other_names_6 IS NOT NULL
  AND other_names_7 IS NOT NULL
  AND other_names_8 IS NOT NULL
  AND other_names_9 IS NOT NULL
  AND other_names_10 IS NOT NULL
  AND other_names_11 IS NOT NULL
  AND other_names_12 IS NOT NULL
  AND other_names_13 IS NOT NULL
  AND other_names_14 IS NOT NULL
  AND other_names_15 IS NOT NULL
  AND other_names_16 IS NOT NULL
  AND other_names_17 IS NOT NULL
  AND other_names_18 IS NOT NULL
  AND other_names_19 IS NOT NULL
  AND other_names_20 IS NOT NULL
  AND other_names_21 IS NOT NULL
  AND other_names_22 IS NOT NULL
  AND other_names_23 IS NOT NULL
  AND other_names_24 IS NOT NULL
  AND other_names_25 IS NOT NULL
LIMIT 5;",,"SELECT
  certificate_number,
  ownership,
  certificate_date,
  expiration_date,
  expired,
  certificate_issue_count,
  dealer_name,
  street,
  street2,
  city,
  state,
  zip_code,
  other_names_count,
  other_names_1,
  other_names_2,
  other_names_3,
  other_names_4,
  other_names_5,
  other_names_6,
  other_names_7,
  other_names_8,
  other_names_9,
  other_names_10,
  other_names_11,
  other_names_12,
  other_names_13,
  other_names_14,
  other_names_15,
  other_names_16,
  other_names_17,
  other_names_18,
  other_names_19,
  other_names_20,
  other_names_21,
  other_names_22,
  other_names_23,
  other_names_24,
  other_names_25
FROM faa_dealer
WHERE state IN ('TX','Texas')
  AND certificate_number IS NOT NULL
  AND ownership IS NOT NULL
  AND certificate_date IS NOT NULL
  AND expiration_date IS NOT NULL
  AND expired IS NOT NULL
  AND certificate_issue_count IS NOT NULL
  AND dealer_name IS NOT NULL
  AND street IS NOT NULL
  AND street2 IS NOT NULL
  AND city IS NOT NULL
  AND state IS NOT NULL
  AND zip_code IS NOT NULL
  AND other_names_count IS NOT NULL
  AND other_names_1 IS NOT NULL
  AND other_names_2 IS NOT NULL
  AND other_names_3 IS NOT NULL
  AND other_names_4 IS NOT NULL
  AND other_names_5 IS NOT NULL
  AND other_names_6 IS NOT NULL
  AND other_names_7 IS NOT NULL
  AND other_names_8 IS NOT NULL
  AND other_names_9 IS NOT NULL
  AND other_names_10 IS NOT NULL
  AND other_names_11 IS NOT NULL
  AND other_names_12 IS NOT NULL
  AND other_names_13 IS NOT NULL
  AND other_names_14 IS NOT NULL
  AND other_names_15 IS NOT NULL
  AND other_names_16 IS NOT NULL
  AND other_names_17 IS NOT NULL
  AND other_names_18 IS NOT NULL
  AND other_names_19 IS NOT NULL
  AND other_names_20 IS NOT NULL
  AND other_names_21 IS NOT NULL
  AND other_names_22 IS NOT NULL
  AND other_names_23 IS NOT NULL
  AND other_names_24 IS NOT NULL
  AND other_names_25 IS NOT NULL
LIMIT 5;",,True,,gpt-5-mini,6383,1218,7601,
20260403_152951,q020,text2sql,faa,Show FAA deregistration records for N10000.,200020,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,25191.715,25173.175,2017.116,331.301,"SELECT `id`,
       `n_number`,
       `serial_number`,
       `mfr_mdl_code`,
       `status_code`,
       `registrant_name`,
       `street_mail`,
       `street2_mail`,
       `city_mail`,
       `state_abbrev_mail`,
       `zip_code_mail`,
       `eng_mfr_mdl`,
       `year_mfr`,
       `certification`,
       `airworthiness_classification`,
       `approved_operations`,
       `region`,
       `county_mail`,
       `country_mail`,
       `air_worth_date`,
       `cancel_date`,
       `mode_s_code`,
       `owner_type`,
       `exp_country`,
       `last_act_date`,
       `cert_issue_date`,
       `street_physical`,
       `street2_physical`,
       `city_physical`,
       `state_abbrev_physical`,
       `zip_code_physical`,
       `county_physical`,
       `country_physical`,
       `other_names1`,
       `other_names2`,
       `other_names3`,
       `other_names4`,
       `other_names5`,
       `kit_mfr`,
       `kit_model`,
       `mode_s_code_hex`
FROM `faa_dereg`
WHERE `n_number` = 'N10000'
  AND `id` IS NOT NULL
  AND `n_number` IS NOT NULL
  AND `serial_number` IS NOT NULL
  AND `mfr_mdl_code` IS NOT NULL
  AND `status_code` IS NOT NULL
  AND `registrant_name` IS NOT NULL
  AND `street_mail` IS NOT NULL
  AND `street2_mail` IS NOT NULL
  AND `city_mail` IS NOT NULL
  AND `state_abbrev_mail` IS NOT NULL
  AND `zip_code_mail` IS NOT NULL
  AND `eng_mfr_mdl` IS NOT NULL
  AND `year_mfr` IS NOT NULL
  AND `certification` IS NOT NULL
  AND `airworthiness_classification` IS NOT NULL
  AND `approved_operations` IS NOT NULL
  AND `region` IS NOT NULL
  AND `county_mail` IS NOT NULL
  AND `country_mail` IS NOT NULL
  AND `air_worth_date` IS NOT NULL
  AND `cancel_date` IS NOT NULL
  AND `mode_s_code` IS NOT NULL
  AND `owner_type` IS NOT NULL
  AND `exp_country` IS NOT NULL
  AND `last_act_date` IS NOT NULL
  AND `cert_issue_date` IS NOT NULL
  AND `street_physical` IS NOT NULL
  AND `street2_physical` IS NOT NULL
  AND `city_physical` IS NOT NULL
  AND `state_abbrev_physical` IS NOT NULL
  AND `zip_code_physical` IS NOT NULL
  AND `county_physical` IS NOT NULL
  AND `country_physical` IS NOT NULL
  AND `other_names1` IS NOT NULL
  AND `other_names2` IS NOT NULL
  AND `other_names3` IS NOT NULL
  AND `other_names4` IS NOT NULL
  AND `other_names5` IS NOT NULL
  AND `kit_mfr` IS NOT NULL
  AND `kit_model` IS NOT NULL
  AND `mode_s_code_hex` IS NOT NULL
LIMIT 5;",,"SELECT `id`,
       `n_number`,
       `serial_number`,
       `mfr_mdl_code`,
       `status_code`,
       `registrant_name`,
       `street_mail`,
       `street2_mail`,
       `city_mail`,
       `state_abbrev_mail`,
       `zip_code_mail`,
       `eng_mfr_mdl`,
       `year_mfr`,
       `certification`,
       `airworthiness_classification`,
       `approved_operations`,
       `region`,
       `county_mail`,
       `country_mail`,
       `air_worth_date`,
       `cancel_date`,
       `mode_s_code`,
       `owner_type`,
       `exp_country`,
       `last_act_date`,
       `cert_issue_date`,
       `street_physical`,
       `street2_physical`,
       `city_physical`,
       `state_abbrev_physical`,
       `zip_code_physical`,
       `county_physical`,
       `country_physical`,
       `other_names1`,
       `other_names2`,
       `other_names3`,
       `other_names4`,
       `other_names5`,
       `kit_mfr`,
       `kit_model`,
       `mode_s_code_hex`
FROM `faa_dereg`
WHERE `n_number` = 'N10000'
  AND `id` IS NOT NULL
  AND `n_number` IS NOT NULL
  AND `serial_number` IS NOT NULL
  AND `mfr_mdl_code` IS NOT NULL
  AND `status_code` IS NOT NULL
  AND `registrant_name` IS NOT NULL
  AND `street_mail` IS NOT NULL
  AND `street2_mail` IS NOT NULL
  AND `city_mail` IS NOT NULL
  AND `state_abbrev_mail` IS NOT NULL
  AND `zip_code_mail` IS NOT NULL
  AND `eng_mfr_mdl` IS NOT NULL
  AND `year_mfr` IS NOT NULL
  AND `certification` IS NOT NULL
  AND `airworthiness_classification` IS NOT NULL
  AND `approved_operations` IS NOT NULL
  AND `region` IS NOT NULL
  AND `county_mail` IS NOT NULL
  AND `country_mail` IS NOT NULL
  AND `air_worth_date` IS NOT NULL
  AND `cancel_date` IS NOT NULL
  AND `mode_s_code` IS NOT NULL
  AND `owner_type` IS NOT NULL
  AND `exp_country` IS NOT NULL
  AND `last_act_date` IS NOT NULL
  AND `cert_issue_date` IS NOT NULL
  AND `street_physical` IS NOT NULL
  AND `street2_physical` IS NOT NULL
  AND `city_physical` IS NOT NULL
  AND `state_abbrev_physical` IS NOT NULL
  AND `zip_code_physical` IS NOT NULL
  AND `county_physical` IS NOT NULL
  AND `country_physical` IS NOT NULL
  AND `other_names1` IS NOT NULL
  AND `other_names2` IS NOT NULL
  AND `other_names3` IS NOT NULL
  AND `other_names4` IS NOT NULL
  AND `other_names5` IS NOT NULL
  AND `kit_mfr` IS NOT NULL
  AND `kit_model` IS NOT NULL
  AND `mode_s_code_hex` IS NOT NULL
LIMIT 5;",,True,,gpt-5-mini,6386,1421,7807,
20260403_152951,q021,text2sql,sql,Count the number of rows in the us_shootings table.,200021,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,9738.471,9718.992,2017.116,16.138,"SELECT COUNT(*) AS TotalRows
FROM us_shootings
WHERE IncidentID IS NOT NULL
  AND Address IS NOT NULL
  AND IncidentDate IS NOT NULL
  AND State IS NOT NULL
  AND CityOrCountry IS NOT NULL
  AND VictimsKilled IS NOT NULL
  AND VictimsInjured IS NOT NULL
  AND SuspectsInjured IS NOT NULL
  AND SuspectsKilled IS NOT NULL
  AND SuspectsArrested IS NOT NULL;",,"SELECT COUNT(*) AS TotalRows
FROM us_shootings
WHERE IncidentID IS NOT NULL
  AND Address IS NOT NULL
  AND IncidentDate IS NOT NULL
  AND State IS NOT NULL
  AND CityOrCountry IS NOT NULL
  AND VictimsKilled IS NOT NULL
  AND VictimsInjured IS NOT NULL
  AND SuspectsInjured IS NOT NULL
  AND SuspectsKilled IS NOT NULL
  AND SuspectsArrested IS NOT NULL;","[(5,)]",True,,gpt-5-mini,6389,367,6756,
20260403_152951,q022,text2sql,sql,"For each state, count the number of shooting incidents and return the top 10 states.",200022,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,10763.518,10740.519,2017.116,22.144,"SELECT
  State,
  COUNT(*) AS IncidentCount
FROM us_shootings
WHERE Address IS NOT NULL
  AND IncidentDate IS NOT NULL
  AND State IS NOT NULL
  AND CityOrCountry IS NOT NULL
  AND VictimsKilled IS NOT NULL
  AND VictimsInjured IS NOT NULL
  AND SuspectsInjured IS NOT NULL
  AND SuspectsKilled IS NOT NULL
  AND SuspectsArrested IS NOT NULL
GROUP BY State
ORDER BY IncidentCount DESC
LIMIT 10;",,"SELECT
  State,
  COUNT(*) AS IncidentCount
FROM us_shootings
WHERE Address IS NOT NULL
  AND IncidentDate IS NOT NULL
  AND State IS NOT NULL
  AND CityOrCountry IS NOT NULL
  AND VictimsKilled IS NOT NULL
  AND VictimsInjured IS NOT NULL
  AND SuspectsInjured IS NOT NULL
  AND SuspectsKilled IS NOT NULL
  AND SuspectsArrested IS NOT NULL
GROUP BY State
ORDER BY IncidentCount DESC
LIMIT 10;","[('pennsylvania', 1), ('mississippi', 1), ('virginia', 1), ('louisiana', 1), ('new york', 1)]",True,,gpt-5-mini,6394,570,6964,
20260403_152951,q023,text2sql,sql,What is the average unemployment rate in 2023 across all states?,200023,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,7954.482,7923.901,2017.116,17.998,"SELECT AVG(Rate_2023) AS AverageUnemploymentRate2023
FROM unemployment_rates_by_state
WHERE State IS NOT NULL
  AND Rate_2022 IS NOT NULL
  AND Rate_2023 IS NOT NULL
  AND Rate_Change IS NOT NULL
  AND State_Rank IS NOT NULL;",,"SELECT AVG(Rate_2023) AS AverageUnemploymentRate2023
FROM unemployment_rates_by_state
WHERE State IS NOT NULL
  AND Rate_2022 IS NOT NULL
  AND Rate_2023 IS NOT NULL
  AND Rate_Change IS NOT NULL
  AND State_Rank IS NOT NULL;","[(Decimal('3.31765'),)]",True,,gpt-5-mini,6390,395,6785,
20260403_152951,q024,text2sql,sql,List the top 10 NGO categories by number of organizations.,200024,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,17284.621,17266.169,2017.116,746.626,"SELECT Category,
       COUNT(*) AS OrganizationCount
FROM ngos_with_categorization
WHERE Ein IS NOT NULL
  AND Name IS NOT NULL
  AND Fulladdr IS NOT NULL
  AND City IS NOT NULL
  AND State IS NOT NULL
  AND Zip IS NOT NULL
  AND County IS NOT NULL
  AND Ntee_Code IS NOT NULL
  AND Category IS NOT NULL
  AND Is_Category_Llm_Generated IS NOT NULL
GROUP BY Category
ORDER BY OrganizationCount DESC
LIMIT 10;",,"SELECT Category,
       COUNT(*) AS OrganizationCount
FROM ngos_with_categorization
WHERE Ein IS NOT NULL
  AND Name IS NOT NULL
  AND Fulladdr IS NOT NULL
  AND City IS NOT NULL
  AND State IS NOT NULL
  AND Zip IS NOT NULL
  AND County IS NOT NULL
  AND Ntee_Code IS NOT NULL
  AND Category IS NOT NULL
  AND Is_Category_Llm_Generated IS NOT NULL
GROUP BY Category
ORDER BY OrganizationCount DESC
LIMIT 10;",,True,,gpt-5-mini,6388,693,7081,
20260403_152951,q025,text2sql,sql,How many FAA master records are there for Oklahoma?,200025,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,25978.305,25964.493,2017.116,576.632,"SELECT COUNT(*) AS OklahomaMasterRecordCount
FROM faa_master
WHERE (state = 'OK' OR state = 'Oklahoma')
  AND n_number IS NOT NULL
  AND serial_number IS NOT NULL
  AND mfr_mdl_code IS NOT NULL
  AND eng_mfr_mdl IS NOT NULL
  AND year_mfr IS NOT NULL
  AND owner_type IS NOT NULL
  AND registrant_name IS NOT NULL
  AND street IS NOT NULL
  AND street2 IS NOT NULL
  AND city IS NOT NULL
  AND state IS NOT NULL
  AND zip_code IS NOT NULL
  AND region IS NOT NULL
  AND county IS NOT NULL
  AND country IS NOT NULL
  AND last_action_date IS NOT NULL
  AND cert_issue_date IS NOT NULL
  AND certification IS NOT NULL
  AND airworthiness_classification IS NOT NULL
  AND approved_operations IS NOT NULL
  AND type_aircraft IS NOT NULL
  AND type_engine IS NOT NULL
  AND status_code IS NOT NULL
  AND mode_s_code IS NOT NULL
  AND fract_owner IS NOT NULL
  AND air_worth_date IS NOT NULL
  AND other_names1 IS NOT NULL
  AND other_names2 IS NOT NULL
  AND other_names3 IS NOT NULL
  AND other_names4 IS NOT NULL
  AND other_names5 IS NOT NULL
  AND expiration_date IS NOT NULL
  AND unique_id IS NOT NULL
  AND kit_mfr IS NOT NULL
  AND kit_model IS NOT NULL
  AND mode_s_code_hex IS NOT NULL;",,"SELECT COUNT(*) AS OklahomaMasterRecordCount
FROM faa_master
WHERE (state = 'OK' OR state = 'Oklahoma')
  AND n_number IS NOT NULL
  AND serial_number IS NOT NULL
  AND mfr_mdl_code IS NOT NULL
  AND eng_mfr_mdl IS NOT NULL
  AND year_mfr IS NOT NULL
  AND owner_type IS NOT NULL
  AND registrant_name IS NOT NULL
  AND street IS NOT NULL
  AND street2 IS NOT NULL
  AND city IS NOT NULL
  AND state IS NOT NULL
  AND zip_code IS NOT NULL
  AND region IS NOT NULL
  AND county IS NOT NULL
  AND country IS NOT NULL
  AND last_action_date IS NOT NULL
  AND cert_issue_date IS NOT NULL
  AND certification IS NOT NULL
  AND airworthiness_classification IS NOT NULL
  AND approved_operations IS NOT NULL
  AND type_aircraft IS NOT NULL
  AND type_engine IS NOT NULL
  AND status_code IS NOT NULL
  AND mode_s_code IS NOT NULL
  AND fract_owner IS NOT NULL
  AND air_worth_date IS NOT NULL
  AND other_names1 IS NOT NULL
  AND other_names2 IS NOT NULL
  AND other_names3 IS NOT NULL
  AND other_names4 IS NOT NULL
  AND other_names5 IS NOT NULL
  AND expiration_date IS NOT NULL
  AND unique_id IS NOT NULL
  AND kit_mfr IS NOT NULL
  AND kit_model IS NOT NULL
  AND mode_s_code_hex IS NOT NULL;","[(0,)]",True,,gpt-5-mini,6386,1301,7687,
20260403_152951,q026,text2sql,sql,"For each state, count the number of NGOs and return the top 10 states.",200026,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,18197.188,18179.216,2017.116,698.658,"SELECT State,
       COUNT(*) AS NGOCount
FROM ngos_with_categorization
WHERE Ein IS NOT NULL
  AND Name IS NOT NULL
  AND Fulladdr IS NOT NULL
  AND City IS NOT NULL
  AND State IS NOT NULL
  AND Zip IS NOT NULL
  AND County IS NOT NULL
  AND Ntee_Code IS NOT NULL
  AND Category IS NOT NULL
  AND Is_Category_Llm_Generated IS NOT NULL
GROUP BY State
ORDER BY NGOCount DESC, State ASC
LIMIT 10;",,"SELECT State,
       COUNT(*) AS NGOCount
FROM ngos_with_categorization
WHERE Ein IS NOT NULL
  AND Name IS NOT NULL
  AND Fulladdr IS NOT NULL
  AND City IS NOT NULL
  AND State IS NOT NULL
  AND Zip IS NOT NULL
  AND County IS NOT NULL
  AND Ntee_Code IS NOT NULL
  AND Category IS NOT NULL
  AND Is_Category_Llm_Generated IS NOT NULL
GROUP BY State
ORDER BY NGOCount DESC, State ASC
LIMIT 10;",,True,,gpt-5-mini,6393,888,7281,
